per_sies;id_carr_gen;area_carr;tipo_inst;nom_carr_gen;per_tit_carr;tasa_emp
2019-2020;39;Ciencias Sociales;Centros de Formación Técnica;Técnico en Servicio Social;2do año;0.5704465290806754
2019-2020;40;Tecnología;Centros de Formación Técnica;Técnico en Telecomunicaciones;2do año;0.7406705607476636
2019-2020;41;Salud;Centros de Formación Técnica;Técnico en Terapias Naturales y Naturopatía;2do año;0.36154455445544553
2019-2020;42;Tecnología;Centros de Formación Técnica;Técnico en Topografía;2do año;0.7121196261682242
2019-2020;43;Administración y Comercio;Centros de Formación Técnica;Técnico en Turismo y Hotelería;2do año;0.5270848708487086
2019-2020;44;Derecho;Centros de Formación Técnica;Técnico Jurídico;2do año;0.6338692307692307
2019-2020;45;Salud;Centros de Formación Técnica;Técnico Laboratorista Dental;2do año;0.45522370936902484
2019-2020;46;Agropecuaria;Centros de Formación Técnica;Técnico Veterinario;2do año;0.5110944444444444
2019-2020;47;Arte y Arquitectura;Institutos Profesionales;Actuación y Teatro;2do año;0.30864197530864196
2019-2020;48;Administración y Comercio;Institutos Profesionales;Administración de Empresas e Ing. Asociadas;2do año;0.8511090681153364
2019-2020;49;Administración y Comercio;Institutos Profesionales;Administración Gastronómica;2do año;0.546487987987988
2019-2020;50;Ciencias Sociales;Institutos Profesionales;Administración Pública;2do año;0.9958752669799231
2019-2020;51;Administración y Comercio;Institutos Profesionales;Administración Turística y Hotelera;2do año;0.6029101796407186
2019-2020;52;Arte y Arquitectura;Institutos Profesionales;Comunicación Audiovisual y/o Multimedia;2do año;0.5964529702970297
2019-2020;53;Tecnología;Institutos Profesionales;Construcción Civil;2do año;0.8333676236044658
2019-2020;54;Administración y Comercio;Institutos Profesionales;Contador Auditor;2do año;0.8994508756941478
2019-2020;55;Arte y Arquitectura;Institutos Profesionales;Diseño de Ambientes e Interiores;2do año;0.6205185185185186
2019-2020;56;Arte y Arquitectura;Institutos Profesionales;Diseño de Vestuario;2do año;0.5507376623376623
2019-2020;57;Arte y Arquitectura;Institutos Profesionales;Diseño Gráfico;2do año;0.5872326454033772
2019-2020;58;Tecnología;Institutos Profesionales;Diseño Industrial;2do año;0.6786000000000001
2019-2020;59;Arte y Arquitectura;Institutos Profesionales;Fotografía;2do año;0.48127314814814814
2019-2020;60;Agropecuaria;Institutos Profesionales;Ingeniería Agrícola;2do año;0.7188801611278952
2019-2020;61;Administración y Comercio;Institutos Profesionales;Ingeniería en Comercio Exterior;2do año;0.8736512000000001
2019-2020;62;Tecnología;Institutos Profesionales;Ingeniería en Computación e Informática;2do año;0.891162739118381
2019-2020;63;Tecnología;Institutos Profesionales;Ingeniería en Conectividad y Redes;2do año;0.9289160688665711
2019-2020;64;Tecnología;Institutos Profesionales;Ingeniería en Construcción;2do año;0.8075012671059301
2019-2020;65;Tecnología;Institutos Profesionales;Ingeniería en Electricidad;2do año;0.8872299382716049
2019-2020;66;Administración y Comercio;Institutos Profesionales;Ingeniería en Finanzas;2do año;0.9106536312849163
2019-2020;67;Ciencias Sociales;Institutos Profesionales;Ingeniería en Gestión Pública;2do año;0.9058840579710145
2019-2020;68;Administración y Comercio;Institutos Profesionales;Ingeniería en Logística;2do año;0.9034678571428572
2019-2020;69;Administración y Comercio;Institutos Profesionales;Ingeniería en Marketing;2do año;0.7841451612903225
